title,author,journal,number,cites,year,cid,pubid
Commentary on Conigrave et al. (2020): Meta-analysis of drinking patterns in Aboriginal and Torres Strait Islander populations highlights policy and research opportunities,"C Puljevic, HM Haydon, CL Snoswell",Addiction,NA,0,2020,NA,8k81kl-MbHgC
